DATE,PITGND01JPM661N
2011-05-01,96.4
2011-06-01,96.2
2011-07-01,96.1
2011-08-01,95.8
2011-09-01,95.5
2011-10-01,95.4
2011-11-01,95.6
2011-12-01,95.7
2012-01-01,95.5
2012-02-01,96.0
2012-03-01,97.4
2012-04-01,97.0
2012-05-01,96.1
2012-06-01,95.3
2012-07-01,94.8
2012-08-01,95.1
2012-09-01,95.7
2012-10-01,96.1
2012-11-01,96.3
2012-12-01,97.1
2013-01-01,97.5
2013-02-01,98.4
2013-03-01,98.6
2013-04-01,98.8
2013-05-01,98.8
2013-06-01,98.6
2013-07-01,99.1
2013-08-01,99.4
2013-09-01,99.8
2013-10-01,99.8
2013-11-01,100.1
2013-12-01,100.8
2014-01-01,100.6
2014-02-01,100.3
2014-03-01,100.4
2014-04-01,99.9
2014-05-01,99.7
2014-06-01,99.9
2014-07-01,100.0
2014-08-01,100.0
2014-09-01,100.7
2014-10-01,100.4
2014-11-01,100.8
2014-12-01,100.4
2015-01-01,99.3
2015-02-01,99.3
2015-03-01,99.9
2015-04-01,100.0
2015-05-01,100.4
2015-06-01,101.0
2015-07-01,100.8
2015-08-01,100.2
2015-09-01,99.8
2015-10-01,99.8
2015-11-01,99.9
2015-12-01,99.6
2016-01-01,97.9
2016-02-01,97.4
2016-03-01,97.2
2016-04-01,96.6
2016-05-01,96.5
2016-06-01,96.6
2016-07-01,96.1
2016-08-01,95.7
2016-09-01,96.0
2016-10-01,96.3
2016-11-01,97.0
2016-12-01,98.2
2017-01-01,98.0
2017-02-01,98.0
2017-03-01,98.3
2017-04-01,97.9
2017-05-01,97.7
2017-06-01,97.6
2017-07-01,97.7
2017-08-01,97.6
2017-09-01,97.9
2017-10-01,98.7
2017-11-01,99.3
2017-12-01,99.6
2018-01-01,99.2
2018-02-01,98.9
2018-03-01,98.4
2018-04-01,97.9
2018-05-01,98.6
2018-06-01,99.0
2018-07-01,99.3
2018-08-01,99.3
2018-09-01,99.6
2018-10-01,100.4
2018-11-01,99.8
2018-12-01,98.7
2019-01-01,97.4
2019-02-01,97.9
2019-03-01,98.4
2019-04-01,99.0
2019-05-01,98.9
2019-06-01,98.2
2019-07-01,98.0
2019-08-01,97.6
2019-09-01,97.7
2019-10-01,97.5
2019-11-01,97.8
2019-12-01,98.2
2020-01-01,98.2
2020-02-01,97.9
2020-03-01,96.5
2020-04-01,94.6
2020-05-01,93.8
2020-06-01,94.8
2020-07-01,95.3
2020-08-01,95.6
2020-09-01,95.5
2020-10-01,96.0
2020-11-01,95.9
2020-12-01,96.6
2021-01-01,96.6
2021-02-01,97.3
2021-03-01,98.3
2021-04-01,98.2
2021-05-01,98.2
2021-06-01,98.9
2021-07-01,99.4
2021-08-01,99.4
2021-09-01,99.5
2021-10-01,100.9
2021-11-01,101.5
2021-12-01,101.1
2022-01-01,101.1
2022-02-01,101.7
2022-03-01,102.6
2022-04-01,103.1
